id,treat.hs,treat.para,rear.temp.avg,rear.temp.var,test.temp,test.time,chamber,date.hatch,date.died,date.coll,coll.loc,date.ovp,time.ovp,num.ovp,date.3,time.3,mass.3,date.in.test,time.in.test,mass.in.test,date.out.test,time.out.test,mass.out.test,date.4,mass.4,date.5,mass.5,inst.6,date.6,mass.6,inst.7,date.7,mass.7,date.wand,mass.wand,mongo,date.died.mongo,date5.2wks,mass5.2wks,date5.3wks,mass5.3wks,date.p6.wk1,mass.p6.wk1,date.p6.wk2,mass.p6.wk2,date.p6.wk3,mass.p6.wk3,date.cull,mass.cull,date.p7.wk1,mass.p7.wk1,date.em,mass.48em,num.em,num.coc,num.fail.spin,num.unem,load,date.ecl,num.ecl,live.fem,live.male,para.pup,para.ecl,in.florence,notes,diss.notes
176,shock,np,25,10,43,,c3po/r2d2,7/27/18,8/7/18,7/26/18,rm,,,,8/5/18,11:00,10.54,8/5/18,13:40,9.83,8/6/18,13:37,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
177,control,p,25,10,35,,marvin,7/27/18,8/8/18,7/26/18,rm,8/5/18,11:55,1,8/5/18,11:01,28.97,8/5/18,13:40,29.2,8/6/18,13:37,59.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
178,shock,p,25,10,40,,wallace,7/27/18,8/14/18,7/26/18,rm,8/5/18,11:47,1,8/5/18,11:03,22.13,8/5/18,13:40,21.62,8/6/18,13:37,45.78,8/11/18,51.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
179,shock,p,25,10,43,,c3po/r2d2,7/27/18,8/12/18,7/26/18,rm,8/5/18,11:38,1,8/5/18,11:03,29.37,8/5/18,13:40,30.7,8/6/18,13:37,47.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
180,control,np,25,10,35,,marvin,7/27/18,8/23/18,7/26/18,rm,,,,8/5/18,11:13,27.67,8/5/18,13:40,30.14,8/6/18,13:37,60.19,8/8/18,45.84,8/13/18,208.39,1,8/21/18,508.75,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4th-5th prolegs after molt to 5th--bled,
181,shock,np,25,10,40,,wallace,7/27/18,9/5/18,7/26/18,rm,,,,8/5/18,11:14,15.47,8/5/18,13:40,14.38,8/6/18,13:37,22.63,8/10/18,42.83,8/15/18,153.44,1,8/20/18,484.81,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4th-5th prolegs after heat shock at 3rd,
182,shock,np,25,10,43,,c3po/r2d2,7/27/18,,7/26/18,rm,,,,8/5/18,11:15,21.32,8/5/18,13:40,22.82,8/6/18,13:37,44.03,8/9/18,77.57,8/13/18,321.18,1,8/18/18,1267.91,,,,8/23/18,8931.69,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
183,control,p,25,10,35,,marvin,7/27/18,8/12/18,7/26/18,rm,8/5/18,11:56,1,8/5/18,11:15,33.82,8/5/18,13:40,31.07,8/6/18,13:37,52.08,8/10/18,70.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,did not shed over thoracic legs after molt to 4th--removed,
184,shock,p,25,10,40,,wallace,7/27/18,8/27/18,7/26/18,rm,8/5/18,11:49,1,8/5/18,11:16,31.44,8/5/18,13:40,30.35,8/6/18,13:37,45.39,8/10/18,80.72,8/15/18,107.13,1,8/21/18,281.31,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
185,shock,p,25,10,43,,c3po/r2d2,7/27/18,,7/26/18,rm,8/5/18,11:39,1,8/5/18,11:16,30.27,8/5/18,13:40,28.14,8/6/18,13:37,30.41,8/12/18,48.1,8/19/18,151.22,1,8/31/18,1955.15,,,,,,,,,,,,9/7/18,8699.46,,,,,9/18/18,10582.1,,,,,0,,,,0,,,,,,,1,moved from c3po to R2D2 at 4:30pm 8/5/18,
186,control,np,25,10,35,,marvin,7/28/18,,7/26/18,rm,,,,8/5/18,14:03,19.08,8/5/18,16:15,18.92,8/6/18,16:10,24.6,8/10/18,41.29,8/15/18,57.89,1,8/23/18,163.65,1,9/2/18,798.13,9/18/18,2705.18,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,died as larval pupal intermediate,
187,shock,np,25,10,40,,wallace,7/28/18,8/6/18,7/26/18,rm,,,,8/5/18,14:04,16.09,8/5/18,16:15,15.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
188,shock,np,25,10,43,,c3po/r2d2,7/28/18,8/17/18,7/26/18,rm,,,,8/5/18,14:05,16:05,8/5/18,16:15,16.48,8/6/18,16:10,17.33,8/16/18,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18. removed head cap after molt to 4th--could not remove cuticle from 4-5th prolegs,
189,control,p,25,10,35,,marvin,7/28/18,,7/26/18,rm,8/5/18,14:51,1,8/5/18,14:08,25.35,8/5/18,16:15,27.87,8/6/18,16:10,64.24,8/10/18,120.12,8/15/18,357.63,,,,,,,,,,,,,,,,,,,,,,,,,8/22/18,506.65,0,,,,0,,,,,,,,had one cocoon but the caterpillar ate it.,
190,shock,p,25,10,40,,wallace,7/28/18,,7/26/18,rm,8/5/18,14:57,1,8/5/18,14:09,24.42,8/5/18,16:15,25.75,8/6/18,16:10,47.62,8/11/18,91.19,8/16/18,172.62,1,8/23/18,442.49,1,9/1/18,1579.37,,,,,,,,,8/31/18,1686.46,,,,,9/18/18,5212.65,9/8/18,2843.73,,,0,,,,0,,,,,,,1,preparing to molt to 7th at p6.wk1. failed to molt over thoracic legs at molt to 7th--removed,
191,shock,p,25,10,43,,c3po/r2d2,7/28/18,,7/26/18,rm,8/5/18,14:45,1,8/5/18,14:09,24.59,8/5/18,16:15,22.47,8/6/18,16:10,24.45,8/12/18,110.15,8/16/18,415.24,1,8/22/18,1628.09,,,,,,,,,,,,8/29/18,7510.26,9/5/18,10803.11,,,9/11/18,10791.44,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
192,control,np,25,10,35,,marvin,7/29/18,,7/26/18,rm,,,,8/5/18,14:08,35.38,8/5/18,16:15,37,8/6/18,16:10,132.54,8/8/18,119.82,8/13/18,849.48,,,,,,,8/19/18,7402.64,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
193,shock,np,25,10,40,,wallace,7/29/18,,7/26/18,rm,,,,8/5/18,14:09,39.06,8/5/18,16:15,43.91,8/6/18,16:10,142.46,8/9/18,153.99,8/13/18,995.75,,,,,,,8/18/18,7288.79,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
194,shock,np,25,10,43,,c3po/r2d2,7/29/18,,7/26/18,rm,,,,8/5/18,14:10,25.74,8/5/18,16:15,25.68,8/6/18,16:10,32.14,8/11/18,72.07,8/15/18,167.47,1,8/21/18,821.17,,,,8/28/18,7156.02,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
195,control,p,25,10,35,,marvin,7/29/18,9/1/18,7/26/18,rm,8/5/18,14:53,1,8/5/18,14:11,24.12,8/5/18,16:15,25.11,8/6/18,16:10,68.71,8/9/18,96.43,8/14/18,283.3,,,,,,,,,,,,,,,8/28/18,585.21,,,,,,,,,,,0,,,,0,,,,,,,,,
196,shock,p,25,10,40,,wallace,7/29/18,,7/26/18,rm,8/5/18,14:59,1,8/5/18,14:12,30.65,8/5/18,16:15,27.13,8/6/18,16:10,47.8,8/10/18,85.35,8/14/18,201.52,1,8/19/18,832.19,,,,,,,,,,,,8/26/18,5606.53,9/2/18,7095.94,9/9/18,8139.03,9/11/18,8002.37,,,,,0,,,,0,,,,,,,,,
197,shock,p,25,10,43,,c3po/r2d2,7/29/18,,7/26/18,rm,8/5/18,14:47,3,8/5/18,14:13,37.3,8/5/18,16:15,36.47,8/6/18,16:10,39.95,8/12/18,112.72,8/17/18,313.04,1,8/24/18,1189.86,,,,9/6/18,7182.81,,,,,,,8/31/18,5036.92,,,,,9/18/18,5613.21,,,,,0,,,,0,,,,,,,1,moved from c3po to R2D2 at 4:30pm 8/5/18,
198,control,np,25,10,35,,marvin,7/28/18,,7/26/18,rm,,,,8/5/18,14:16,21.96,8/5/18,16:15,24.3,8/6/18,16:10,73.26,8/8/18,61.89,8/12/18,275.3,1,8/17/18,1304.66,,,,8/23/18,8960.83,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
199,shock,np,25,10,40,,wallace,7/30/18,,7/26/18,rm,,,,8/5/18,14:17,21.92,8/5/18,16:15,21.98,8/6/18,16:10,40.59,8/11/18,76.45,8/16/18,214.59,1,8/22/18,771.83,,,,9/5/18,3844.32,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
200,shock,np,25,10,43,,c3po/r2d2,7/30/18,,7/26/18,rm,,,,8/5/18,14:18,20.79,8/5/18,16:15,21.26,8/6/18,16:10,41.95,8/11/18,186.33,8/15/18,632.88,,,,,,,8/21/18,6030.26,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
201,control,p,25,10,35,,marvin,7/30/18,,7/26/18,rm,8/5/18,14:54,1,8/5/18,14:19,26.08,8/5/18,16:15,26.32,8/6/18,16:10,60.5,8/10/18,91.54,8/16/18,203.92,1,8/25/18,587.98,,,,9/4/18,4636.22,,,,,,,9/1/18,2797.1,,,,,,,,,,,0,,,,0,,,,,1,1,,"wandered 9/4/18, put in pupae box. pupated 9/9/18. eclosed 10/1/18",
202,shock,p,25,10,40,,wallace,7/30/18,,7/26/18,rm,8/5/18,15:00,1,8/5/18,14:19,36.96,8/5/18,16:15,38.72,8/6/18,16:10,99.55,8/9/18,129.5,8/13/18,374.27,1,8/18/18,1681.62,,,,,,,,,,,,8/26/18,11204.11,9/2/18,13948.3,9/9/18,13590.17,9/11/18,12816.79,,,,,0,,,,0,,,,,,,,,
203,shock,p,25,10,43,,c3po/r2d2,7/30/18,8/8/18,7/26/18,rm,8/5/18,14:48,1,8/5/18,14:20,24.35,8/5/18,16:15,23.73,8/6/18,16:10,21.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
204,control,np,25,10,35,,marvin,7/29/18,8/14/18,7/26/18,rm,,,,8/5/18,14:21,31.85,8/5/18,16:15,31.55,8/6/18,16:10,83.05,8/8/18,73.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
205,shock,np,25,10,40,,wallace,7/29/18,,7/26/18,rm,,,,8/5/18,14:22,27.32,8/5/18,16:15,28.87,8/6/18,16:10,84.35,8/9/18,105.46,8/15/18,787.66,,,,,,,8/21/18,7258.11,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
206,shock,np,25,10,43,,c3po/r2d2,7/27/18,8/23/18,7/26/18,rm,,,,8/5/18,14:23,11.08,8/5/18,16:15,11.81,8/6/18,16:10,12.45,8/12/18,19.63,8/21/18,35.98,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
207,control,p,25,10,35,,marvin,7/27/18,,7/26/18,rm,8/5/18,14:55,1,8/5/18,14:23,22.72,8/5/18,16:15,24.17,8/6/18,16:10,51.89,8/8/18,53.32,8/12/18,229.7,1,8/18/18,469.31,,,,,,,,,,,,,,,,,,,,,,8/22/18,572.6,4,4,,,4,8/29/18,,,,,,,,
208,shock,p,25,10,40,,wallace,7/27/18,8/6/18,7/26/18,rm,8/5/18,15:01,1,8/5/18,14:25,13.3,8/5/18,16:15,13.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
209,shock,p,25,10,43,,c3po/r2d2,7/27/18,,7/26/18,rm,8/5/18,14:49,1,8/5/18,14:26,36.76,8/5/18,16:15,37.71,8/6/18,16:10,65.39,8/11/18,148.67,8/16/18,817.37,,,,,,,8/23/18,7892.31,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
210,control,np,25,10,35,,marvin,7/30/18,8/7/18,7/26/18,rm,,,,8/5/18,14:26,19.88,8/5/18,16:15,19.28,8/6/18,16:10,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 5th prolegs after heat shock at 3rd,
211,shock,np,25,10,40,,wallace,7/30/18,,7/26/18,rm,,,,8/5/18,14:26,24.27,8/5/18,16:15,26.22,8/6/18,16:10,90.69,8/9/18,134.98,8/15/18,800.73,,,,,,,8/21/18,7083.6,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
212,shock,np,25,10,43,,c3po/r2d2,7/30/18,8/28/18,7/26/18,rm,,,,8/5/18,14:27,23.61,8/5/18,16:15,25.19,8/6/18,16:10,36.46,8/10/18,60.79,8/15/18,164.28,1,8/23/18,305.12,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18. removed cuticle from 5th prolegs after heatshock at 3rd,
213,control,p,25,10,35,,marvin,7/30/18,8/22/18,7/26/18,rm,8/5/18,14:56,1,8/5/18,14:28,33.08,8/5/18,16:15,33.49,8/6/18,16:10,58.77,8/10/18,90.99,8/21/18,192.7,1,8/21/18,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
214,shock,p,25,10,40,,wallace,7/30/18,,7/26/18,rm,8/5/18,15:02,2,8/5/18,14:28,41.11,8/5/18,16:15,41.36,8/6/18,16:10,89.9,8/10/18,221.04,8/14/18,765.1,1,8/20/18,3673.24,,,,,,,,,,,,8/27/18,17668.97,9/3/18,19423.8,9/10/18,19287.51,9/11/18,18264.69,,,,,0,,,,0,,,,,,,,,
215,shock,p,25,10,43,,c3po/r2d2,7/30/18,8/31/18,7/26/18,rm,8/5/18,14:50,2,8/5/18,14:29,33.72,8/5/18,16:15,38.39,8/6/18,16:10,43.44,8/14/18,69.94,8/20/18,294.29,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
216,shock,np,25,10,43,,c3po/r2d2,7/27/18,9/11/18,7/26/18,rm,,,,8/5/18,14:29,16.92,8/5/18,16:15,17.17,8/6/18,16:10,21.61,8/11/18,60.37,8/16/18,189.1,1,8/21/18,878.18,1,9/7/18,1796.74,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,moved from c3po to R2D2 at 4:30pm 8/5/18,
217,shock,p,25,10,43,,r2d2,7/30/18,9/1/18,7/26/18,rm,8/6/18,11:25,1,8/6/18,10:34,29.01,8/6/18,13:34,32.77,8/7/18,13:30,35.71,8/13/18,81.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
218,shock,p,25,10,43,,r2d2,7/30/18,8/8/18,7/26/18,rm,8/6/18,11:24,2,8/6/18,10:35,14.27,8/6/18,13:34,16.5,8/7/18,13:30,15.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
219,shock,p,25,10,40,,wallace,7/30/18,9/8/18,7/26/18,rm,8/6/18,11:17,1,8/6/18,10:39,20.9,8/6/18,13:34,23.87,8/7/18,13:30,35.64,8/11/18,60.87,8/16/18,135.79,1,8/22/18,479.78,1,9/6/18,721.52,,,,,,,,,8/29/18,1094.68,9/5/18,805.33,,,,,,,,,0,,,,0,,,,,,,,"unsuccessfully molted to 7th instar--did not shed head capsule or cuticle, could not remove",
220,shock,np,25,10,43,,r2d2,7/30/18,8/7/18,7/26/18,rm,,,,8/6/18,10:43,9.73,8/6/18,13:34,9.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
221,shock,p,25,10,43,,r2d2,7/31/18,9/3/18,7/26/18,rm,8/6/18,11:22,1,8/6/18,10:45,31.37,8/6/18,13:34,35.07,8/7/18,13:30,43.48,8/12/18,148.92,8/15/18,419.48,1,8/20/18,2135.24,,,,,,,,,,,,8/27/18,7077.11,,,,,,,,,,,0,,,,0,,,,,,,,bled heavily on 9/2/18--looks like it has an anal prolapse?? anaesthetized 9/3/18,
222,shock,p,25,10,43,,r2d2,7/29/18,8/17/18,7/26/18,rm,8/6/18,11:21,1,8/6/18,10:48,34.63,8/6/18,13:34,40.4,8/7/18,13:30,41.77,8/14/18,106.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
223,shock,np,25,10,40,,wallace,7/29/18,8/7/18,7/26/18,rm,,,,8/6/18,10:52,14.01,8/6/18,13:34,14.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
224,shock,np,25,10,43,,r2d2,7/29/18,8/7/18,7/26/18,rm,,,,8/6/18,10:58,17.65,8/6/18,13:34,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed head capsule and cuticle from 4-5th prolegs after molt to 3rd,
225,shock,p,25,10,43,,r2d2,7/27/18,9/2/18,7/26/18,rm,8/6/18,11:20,2,8/6/18,11:01,20.69,8/6/18,13:34,22.73,8/7/18,13:30,24.66,8/15/18,42.17,8/20/18,119.02,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
226,shock,np,25,10,40,,wallace,7/27/18,8/7/18,7/26/18,rm,,,,8/6/18,11:04,11.04,8/6/18,13:34,9.84,,,,,,,,,,,,,,,,,,,,,,9/5/18,486.44,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
227,shock,p,25,10,43,,r2d2,7/28/18,8/12/18,7/26/18,rm,8/6/18,11:19,1,8/6/18,11:07,16.06,8/6/18,13:34,17.49,8/7/18,13:30,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
228,shock,p,25,10,43,,r2d2,7/28/18,9/8/18,7/26/18,rm,8/6/18,13:16,1,8/6/18,12:49,15.16,8/6/18,16:15,14.37,8/7/18,16:07,17.67,8/12/18,89.92,8/17/18,255.58,1,8/26/18,625.03,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
229,shock,np,25,10,43,,r2d2,7/30/18,8/25/18,7/26/18,rm,,,,8/6/18,13:06,8.63,8/6/18,16:15,8.47,8/7/18,16:07,7.61,8/13/18,17.82,8/18/18,48.29,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
230,shock,p,25,10,43,,r2d2,7/28/18,8/20/18,7/26/18,rm,8/6/18,13:15,1,8/6/18,13:08,17.26,8/6/18,16:15,18.33,8/7/18,16:07,23.57,8/12/18,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
231,shock,p,25,10,43,,r2d2,7/27/18,8/31/18,7/26/18,rm,8/6/18,13:13,1,8/6/18,13:10,16.15,8/6/18,16:15,17.75,8/7/18,16:07,20.36,8/13/18,39.46,8/18/18,120.44,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
232,shock,p,25,10,43,,r2d2,7/30/18,8/28/18,7/26/18,rm,8/7/18,10:45,1,8/7/18,10:25,34.96,8/7/18,12:45,37.56,8/8/18,12:45,51.71,8/13/18,108.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
233,shock,np,25,10,43,,r2d2,7/30/18,8/28/18,7/26/18,rm,,,,8/7/18,10:28,13.06,8/7/18,12:45,14.32,8/8/18,12:45,28.41,8/13/18,28.07,8/20/18,61.31,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
234,shock,p,25,10,43,,r2d2,7/31/18,,7/26/18,rm,8/7/18,10:44,2,8/7/18,10:32,31.31,8/7/18,12:45,33.35,8/8/18,12:45,57.44,8/13/18,119.7,8/18/18,295.45,1,8/29/18,946.29,,,,,,,,,,,,9/6/18,2131.9,9/12/18,2990.23,9/18/18,2902.94,9/18/18,2902.94,,,,,0,,,,0,,,,,,,1,,
235,shock,np,25,10,43,,r2d2,7/29/18,,7/26/18,rm,,,,8/7/18,10:34,24.17,8/7/18,12:45,26.75,8/8/18,12:45,72.76,8/12/18,181.86,8/17/18,1070.08,,,,,,,8/22/18,7015.33,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
236,shock,p,25,10,43,,r2d2,7/29/18,8/16/18,7/26/18,rm,8/7/18,10:42,1,8/7/18,10:35,14.9,8/7/18,12:45,14.53,8/8/18,12:45,22.92,8/13/18,40.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd,
237,shock,np,25,10,43,,r2d2,7/29/18,,7/26/18,rm,,,,8/7/18,14:01,22.4,8/7/18,16:05,27.22,8/8/18,16:00,62.77,8/12/18,151.37,8/17/18,1057.51,,,,,,,8/23/18,5596.47,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
238,shock,np,25,10,43,,r2d2,7/31/18,,7/26/18,rm,,,,8/7/18,14:03,27.64,8/7/18,16:05,30.48,8/8/18,16:00,64.65,8/13/18,112.58,8/19/18,768.53,,,,,,,8/25/18,6927.48,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
240,control,np,25,10,35,,wigglesworth,8/15/18,,8/14/18,rm,,,,8/21/18,9:40,34.06,8/21/18,11:55,35.96,8/22/18,11:50,114.62,8/24/18,106.11,8/29/18,766.27,,,,,,,9/8/18,5445.75,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
241,shock,np,25,10,40,,wallace,8/15/18,,8/14/18,rm,,,,8/21/18,9:40,36.84,8/21/18,11:55,40.17,8/22/18,11:50,96.79,8/25/18,201.14,8/30/18,1083,,,,,,,9/4/18,4679.84,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
242,shock,np,25,10,42,,marvin,8/15/18,9/4/18,8/14/18,rm,,,,8/21/18,9:41,29.98,8/21/18,11:55,31.87,8/22/18,11:50,46.03,8/28/18,57.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
243,shock,np,25,10,43,,r2d2,8/15/18,,8/14/18,rm,,,,8/21/18,9:41,45.85,8/21/18,11:55,51.18,8/22/18,11:50,92.61,8/25/18,191.68,8/30/18,931.28,,,,,,,9/5/18,6933.31,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
244,control,p,25,10,35,,wigglesworth,8/15/18,9/2/18,8/14/18,rm,8/21/18,10:14,1,8/21/18,9:43,28.17,8/21/18,11:55,26.48,8/22/18,11:50,39.32,8/26/18,74.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
245,shock,p,25,10,40,,wallace,8/15/18,,8/14/18,rm,8/21/18,10:10,1,8/21/18,9:43,38.45,8/21/18,11:55,36.75,8/22/18,11:50,52.89,8/28/18,92.11,9/4/18,316.07,1,9/11/18,815.19,1,9/20/18,3191.87,,,,,,,,,9/18/18,3378.53,,,,,10/8/18,15351.02,9/27/18,11572.77,,,0,,,,0,,,,,,,1,,
246,shock,p,25,10,42,,marvin,8/15/18,9/9/18,8/14/18,rm,8/21/18,10:06,1,8/21/18,9:44,43.33,8/21/18,11:55,40.71,8/22/18,11:50,41.83,8/28/18,89.81,9/1/18,273.16,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
247,shock,p,25,10,43,,r2d2,8/15/18,8/24/18,8/14/18,rm,8/21/18,10:04,1,8/21/18,9:44,62.46,8/21/18,11:55,58.8,8/22/18,11:50,50.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
248,control,np,25,10,35,,wigglesworth,8/15/18,,8/14/18,rm,,,,8/21/18,9:45,28.15,8/21/18,11:55,30.26,8/22/18,11:50,95.45,8/24/18,100.57,8/31/18,783.21,,,,,,,9/6/18,5805.21,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
249,shock,np,25,10,40,,wallace,8/15/18,,8/14/18,rm,,,,8/21/18,9:45,25.15,8/21/18,11:55,24.66,8/22/18,11:50,21.48,9/2/18,52.7,9/9/18,142.86,1,9/18/18,883.27,,,,9/26/18,6888.42,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,
250,shock,np,25,10,42,,marvin,8/15/18,,8/14/18,rm,,,,8/21/18,9:47,32.24,8/21/18,11:55,32.55,8/22/18,11:50,43.84,8/27/18,89.84,9/1/18,499.16,,,,,,,9/8/18,4192.73,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
251,shock,np,25,10,43,,r2d2,8/15/18,8/22/18,8/14/18,rm,,,,8/21/18,9:47,34.36,8/21/18,11:55,28.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
252,control,p,25,10,35,,wigglesworth,8/15/18,,8/14/18,rm,8/21/18,10:15,1,8/21/18,9:48,35.73,8/21/18,11:55,37.2,8/22/18,11:50,60.06,8/25/18,167.21,9/1/18,441.8,,,,,,,,,,,,,,,,,,,,,,,,,9/7/18,576.47,3,3,0,,3,9/18/18,,,,,,1,"wasp in florence, not caterpillar",
253,shock,p,25,10,40,,wallace,8/15/18,,8/14/18,rm,8/21/18,10:12,1,8/21/18,9:48,45,8/21/18,11:55,46.02,8/22/18,11:50,93.99,8/25/18,191.32,8/30/18,1235.34,,,,,,,9/8/18,8476.05,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,1,,
254,shock,p,25,10,42,,marvin,8/15/18,,8/14/18,rm,8/21/18,10:08,1,8/21/18,9:50,40.34,8/21/18,11:55,44.33,8/22/18,11:50,81.33,8/26/18,159.93,8/30/18,713.49,,,,,,,9/5/18,7429.32,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,,
255,shock,p,25,10,43,,r2d2,8/15/18,8/24/18,8/14/18,rm,8/21/18,10:05,2,8/21/18,9:50,33.56,8/21/18,11:55,32.61,8/22/18,11:50,36.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
256,shock,np,25,10,42,,marvin,8/15/18,,8/14/18,rm,,,,8/21/18,9:51,33.88,8/21/18,11:55,34.37,8/22/18,11:50,44.7,8/27/18,84.5,9/1/18,392.76,1,9/6/18,1193.78,,,,9/18/18,4097.34,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,
257,shock,p,25,10,42,,marvin,8/15/18,,8/14/18,rm,8/21/18,10:09,1,8/21/18,9:51,33.3,8/21/18,11:55,31.81,8/22/18,11:50,36.87,9/2/18,81.82,9/8/18,269.68,1,9/18/18,1448.3,,,,,,,,,,,,9/25/18,5629.34,10/2/18,7690.56,,,10/8/18,7481.38,,,,,0,,,,0,,,,,,,1,,
